title,artist,genre,mood,language
Song 449,Kadir Ali,Bollywood,Emotional,Hindi
Song 450,Sonu Nigam,Folk,Happy,Hindi
Song 451,Malhar,Devotional,Sad,Hindi
Song 452,Jubin Nautiyal,Inspirational,Energetic,Hindi
Song 453,Abhijeet,Punjabi,Melancholic,Hindi
Song 454,Guri,Patriotic,Happy,Hindi
Song 455,Ranbir Kapoor,Inspirational,Peaceful,Hindi
Song 456,Mohammed Rafi,Patriotic,Romantic,Hindi
Song 457,Abhijeet,Pop,Sad,Hindi
Song 458,Rahat Fateh Ali Khan,Romantic,Emotional,Hindi
Song 459,Jagjit Singh,Folk,Philosophical,Hindi
Song 460,Mohammed Rafi,Sufi,Sad,Hindi
Song 461,Mohammed Rafi,Patriotic,Melancholic,Hindi
Song 462,Kumar Sanu,Pop,Emotional,Hindi
Song 463,Sonu Nigam,Ghazal,Peaceful,Hindi
Song 464,Daler Mehndi,Pop,Sad,Hindi
Song 465,Asha Parekh,Bollywood,Happy,Hindi
Song 466,Jubin Nautiyal,Ghazal,Romantic,Hindi
Song 467,Badshah,Sufi,Energetic,Hindi
Song 468,Akhil Sachdeva,Ghazal,Romantic,Hindi
Song 469,Hrithik Roshan,Ghazal,Sad,Hindi
Song 470,Panjabi MC,Sufi,Sad,Hindi
Song 471,Mohammed Rafi,Punjabi,Philosophical,Hindi
Song 472,Shreya Ghoshal,Inspirational,Sad,Hindi
Song 473,Sanjay Leela Bhansali,Folk,Melancholic,Hindi
Song 474,Deepika Padukone,Punjabi,Happy,Hindi
Song 475,Akhil Sachdeva,Romantic,Melancholic,Hindi
Song 476,Atif Aslam,Sufi,Energetic,Hindi
Song 477,Hrithik Roshan,Patriotic,Happy,Hindi
Song 478,Panjabi MC,Bollywood,Sad,Hindi
Song 479,Sidhu Moose Wala,Punjabi,Spiritual,Hindi
Song 480,Atif Aslam,Bollywood,Sad,Hindi
Song 481,Abhijeet,Ghazal,Energetic,Hindi
Song 482,Hrithik Roshan,Inspirational,Energetic,Hindi
Song 483,Udit Narayan,Sufi,Spiritual,Hindi
Song 484,Mohammed Rafi,Patriotic,Happy,Hindi
Song 485,Ek Villain,Bollywood,Spiritual,Hindi
Song 486,Atif Aslam,Sufi,Spiritual,Hindi
Song 487,Ranbir Kapoor,Folk,Melancholic,Hindi
Song 488,Jubin Nautiyal,Inspirational,Spiritual,Hindi
Song 489,Badshah,Patriotic,Emotional,Hindi
Song 490,Abhijeet,Inspirational,Happy,Hindi
Song 491,Arijit Singh,Patriotic,Philosophical,Hindi
Song 492,Kumar Sanu,Pop,Spiritual,Hindi
Song 493,Tushar Raj,Pop,Energetic,Hindi
Song 494,Malhar,Ghazal,Sad,Hindi
Song 495,Shreya Ghoshal,Punjabi,Energetic,Hindi
Song 496,Akshay Kumar,Punjabi,Philosophical,Hindi
Song 497,Mukesh,Bollywood,Emotional,Hindi
Song 498,Ek Villain,Inspirational,Emotional,Hindi
Song 499,Deepika Padukone,Inspirational,Spiritual,Hindi
Song 500,Neha Kakkar,Patriotic,Peaceful,Hindi
Song 501,Guri,Ghazal,Melancholic,Hindi
Song 502,Guri,Bollywood,Romantic,Hindi
Song 503,Sonu Nigam,Bollywood,Happy,Hindi
Song 504,Akshay Kumar,Patriotic,Emotional,Hindi
Song 505,A.R. Rahman,Bollywood,Emotional,Hindi
Song 506,Panjabi MC,Pop,Philosophical,Hindi
Song 507,Akhil Sachdeva,Bollywood,Emotional,Hindi
Song 508,Badshah,Devotional,Philosophical,Hindi
Song 509,Pritam,Bollywood,Spiritual,Hindi
Song 510,Kadir Ali,Inspirational,Philosophical,Hindi
Song 511,Arijit Singh,Patriotic,Romantic,Hindi
Song 512,Tushar Raj,Punjabi,Peaceful,Hindi
Song 513,Kumar Sanu,Inspirational,Sad,Hindi
Song 514,Guri,Sufi,Happy,Hindi
Song 515,Sanjay Leela Bhansali,Devotional,Peaceful,Hindi
Song 516,Atif Aslam,Bollywood,Energetic,Hindi
Song 517,Rahat Fateh Ali Khan,Bollywood,Peaceful,Hindi
Song 518,Sanjay Leela Bhansali,Ghazal,Sad,Hindi
Song 519,Udit Narayan,Ghazal,Melancholic,Hindi
Song 520,Ek Villain,Bollywood,Emotional,Hindi
Song 521,Akhil Sachdeva,Folk,Peaceful,Hindi
Song 522,Ek Villain,Folk,Emotional,Hindi
Song 523,Akhil Sachdeva,Devotional,Melancholic,Hindi
Song 524,Lata Mangeshkar,Sufi,Spiritual,Hindi
Song 525,Jubin Nautiyal,Punjabi,Philosophical,Hindi
Song 526,Jagjit Singh,Punjabi,Emotional,Hindi
Song 527,Jagjit Singh,Ghazal,Spiritual,Hindi
Song 528,Madhubala,Sufi,Peaceful,Hindi
Song 529,Sanjay Leela Bhansali,Punjabi,Sad,Hindi
Song 530,Akshay Kumar,Bollywood,Emotional,Hindi
Song 531,Abhijeet,Bollywood,Energetic,Hindi
Song 532,Madhubala,Punjabi,Energetic,Hindi
Song 533,Jagjit Singh,Romantic,Happy,Hindi
Song 534,Akhil Sachdeva,Devotional,Melancholic,Hindi
Song 535,Mukesh,Inspirational,Romantic,Hindi
Song 536,Atif Aslam,Devotional,Philosophical,Hindi
Song 537,Panjabi MC,Ghazal,Romantic,Hindi
Song 538,Abhijeet,Devotional,Melancholic,Hindi
Song 539,Atif Aslam,Devotional,Melancholic,Hindi
Song 540,Sidhu Moose Wala,Inspirational,Happy,Hindi
Song 541,Daler Mehndi,Pop,Melancholic,Hindi
Song 542,Kishore Kumar,Pop,Spiritual,Hindi
Song 543,Sonu Nigam,Patriotic,Emotional,Hindi
Song 544,Guri,Punjabi,Romantic,Hindi
Song 545,Panjabi MC,Folk,Philosophical,Hindi
Song 546,Kishore Kumar,Romantic,Spiritual,Hindi
Song 547,Deepika Padukone,Devotional,Peaceful,Hindi
Song 548,Asha Parekh,Romantic,Spiritual,Hindi
Song 549,Panjabi MC,Bollywood,Emotional,Hindi
Song 550,Sonu Nigam,Patriotic,Sad,Hindi
Song 551,Tushar Raj,Folk,Philosophical,Hindi
Song 552,Ek Villain,Bollywood,Sad,Hindi
Song 553,Madhubala,Folk,Philosophical,Hindi
Song 554,Sidhu Moose Wala,Folk,Emotional,Hindi
Song 555,Neha Kakkar,Patriotic,Romantic,Hindi
Song 556,Neha Kakkar,Folk,Emotional,Hindi
Song 557,Kadir Ali,Sufi,Emotional,Hindi
Song 558,B Praak,Romantic,Sad,Hindi
Song 559,Jagjit Singh,Punjabi,Energetic,Hindi
Song 560,Badshah,Romantic,Energetic,Hindi
Song 561,Jagjit Singh,Patriotic,Peaceful,Hindi
Song 562,Atif Aslam,Bollywood,Melancholic,Hindi
Song 563,Madhubala,Romantic,Energetic,Hindi
Song 564,Shreya Ghoshal,Romantic,Energetic,Hindi
Song 565,Kadir Ali,Patriotic,Spiritual,Hindi
Song 566,Malhar,Inspirational,Sad,Hindi
Song 567,Kadir Ali,Bollywood,Philosophical,Hindi
Song 568,Abhijeet,Folk,Energetic,Hindi
Song 569,Udit Narayan,Pop,Sad,Hindi
Song 570,Tushar Raj,Folk,Melancholic,Hindi
Song 571,Rahat Fateh Ali Khan,Devotional,Happy,Hindi
Song 572,Kadir Ali,Folk,Happy,Hindi
Song 573,Guri,Bollywood,Philosophical,Hindi
Song 574,A.R. Rahman,Ghazal,Peaceful,Hindi
Song 575,Sidhu Moose Wala,Punjabi,Spiritual,Hindi
Song 576,Kishore Kumar,Inspirational,Energetic,Hindi
Song 577,Abhijeet,Inspirational,Melancholic,Hindi
Song 578,Badshah,Punjabi,Happy,Hindi
Song 579,Mukesh,Romantic,Romantic,Hindi
Song 580,Hrithik Roshan,Sufi,Spiritual,Hindi
Song 581,Sanjay Leela Bhansali,Romantic,Philosophical,Hindi
Song 582,Pritam,Pop,Philosophical,Hindi
Song 583,Rahat Fateh Ali Khan,Ghazal,Energetic,Hindi
Song 584,Abhijeet,Pop,Sad,Hindi
Song 585,Sonu Nigam,Sufi,Happy,Hindi
Song 586,Rahat Fateh Ali Khan,Devotional,Romantic,Hindi
Song 587,Pritam,Devotional,Energetic,Hindi
Song 588,Jubin Nautiyal,Romantic,Sad,Hindi
Song 589,Abhijeet,Bollywood,Sad,Hindi
Song 590,Kumar Sanu,Sufi,Peaceful,Hindi
Song 591,Sidhu Moose Wala,Bollywood,Melancholic,Hindi
Song 592,Abhijeet,Bollywood,Spiritual,Hindi
Song 593,Neha Kakkar,Patriotic,Romantic,Hindi
Song 594,Mukesh,Ghazal,Sad,Hindi
Song 595,Sanjay Leela Bhansali,Inspirational,Energetic,Hindi
Song 596,Panjabi MC,Ghazal,Emotional,Hindi
Song 597,Ranbir Kapoor,Patriotic,Spiritual,Hindi
Song 598,Deepika Padukone,Romantic,Sad,Hindi
Song 599,B Praak,Ghazal,Spiritual,Hindi
Song 600,Sanjay Leela Bhansali,Punjabi,Happy,Hindi
Song 601,Neha Kakkar,Punjabi,Energetic,Hindi
Song 602,Hrithik Roshan,Inspirational,Emotional,Hindi
Song 603,B Praak,Bollywood,Happy,Hindi
Song 604,Abhijeet,Folk,Happy,Hindi
Song 605,B Praak,Folk,Energetic,Hindi
Song 606,Madhubala,Sufi,Spiritual,Hindi
Song 607,Sidhu Moose Wala,Folk,Romantic,Hindi
Song 608,Kumar Sanu,Inspirational,Sad,Hindi
Song 609,Daler Mehndi,Sufi,Peaceful,Hindi
Song 610,Akshay Kumar,Romantic,Peaceful,Hindi
Song 611,Mohammed Rafi,Punjabi,Spiritual,Hindi
Song 612,Akhil Sachdeva,Inspirational,Spiritual,Hindi
Song 613,Mukesh,Punjabi,Emotional,Hindi
Song 614,Neha Kakkar,Romantic,Spiritual,Hindi
Song 615,Abhijeet,Romantic,Peaceful,Hindi
Song 616,Hrithik Roshan,Patriotic,Peaceful,Hindi
Song 617,Jubin Nautiyal,Sufi,Sad,Hindi
Song 618,Neha Kakkar,Patriotic,Romantic,Hindi
Song 619,Arijit Singh,Romantic,Emotional,Hindi
Song 620,Ek Villain,Bollywood,Philosophical,Hindi
Song 621,Rahat Fateh Ali Khan,Patriotic,Spiritual,Hindi
Song 622,B Praak,Devotional,Spiritual,Hindi
Song 623,Sanjay Leela Bhansali,Devotional,Emotional,Hindi
Song 624,Neha Kakkar,Punjabi,Philosophical,Hindi
Song 625,Malhar,Devotional,Happy,Hindi
Song 626,Arijit Singh,Punjabi,Philosophical,Hindi
Song 627,Badshah,Ghazal,Romantic,Hindi
Song 628,B Praak,Inspirational,Peaceful,Hindi
Song 629,B Praak,Punjabi,Philosophical,Hindi
Song 630,Neha Kakkar,Inspirational,Sad,Hindi
Song 631,Atif Aslam,Pop,Peaceful,Hindi
Song 632,Ranbir Kapoor,Patriotic,Happy,Hindi
Song 633,Jagjit Singh,Inspirational,Romantic,Hindi
Song 634,Sidhu Moose Wala,Folk,Spiritual,Hindi
Song 635,Lata Mangeshkar,Bollywood,Happy,Hindi
Song 636,Arijit Singh,Punjabi,Energetic,Hindi
Song 637,Udit Narayan,Devotional,Happy,Hindi
Song 638,Udit Narayan,Punjabi,Happy,Hindi
Song 639,B Praak,Bollywood,Sad,Hindi
Song 640,Atif Aslam,Pop,Sad,Hindi
Song 641,Udit Narayan,Pop,Emotional,Hindi
Song 642,A.R. Rahman,Patriotic,Spiritual,Hindi
Song 643,Malhar,Punjabi,Sad,Hindi
Song 644,Guri,Inspirational,Philosophical,Hindi
Song 645,Sanjay Leela Bhansali,Punjabi,Romantic,Hindi
Song 646,Atif Aslam,Romantic,Melancholic,Hindi
Song 647,Mohammed Rafi,Pop,Romantic,Hindi
Song 648,Mohammed Rafi,Ghazal,Emotional,Hindi
Song 649,Jubin Nautiyal,Romantic,Energetic,Hindi
Song 650,Asha Parekh,Bollywood,Sad,Hindi
Song 651,Badshah,Ghazal,Melancholic,Hindi
Song 652,B Praak,Sufi,Melancholic,Hindi
Song 653,Jubin Nautiyal,Folk,Spiritual,Hindi
Song 654,Kumar Sanu,Romantic,Spiritual,Hindi
Song 655,Akshay Kumar,Devotional,Peaceful,Hindi
Song 656,Pritam,Pop,Sad,Hindi
Song 657,Jubin Nautiyal,Patriotic,Happy,Hindi
Song 658,Jubin Nautiyal,Devotional,Melancholic,Hindi
Song 659,Abhijeet,Inspirational,Peaceful,Hindi
Song 660,Asha Parekh,Punjabi,Energetic,Hindi
Song 661,B Praak,Inspirational,Philosophical,Hindi
Song 662,Hrithik Roshan,Sufi,Happy,Hindi
Song 663,Shreya Ghoshal,Romantic,Peaceful,Hindi
Song 664,Jagjit Singh,Sufi,Emotional,Hindi
Song 665,Madhubala,Inspirational,Sad,Hindi
Song 666,Deepika Padukone,Pop,Sad,Hindi
Song 667,Kadir Ali,Inspirational,Spiritual,Hindi
Song 668,Hrithik Roshan,Folk,Happy,Hindi
Song 669,Guri,Inspirational,Spiritual,Hindi
Song 670,Neha Kakkar,Pop,Happy,Hindi
Song 671,Jagjit Singh,Pop,Energetic,Hindi
Song 672,Rahat Fateh Ali Khan,Patriotic,Energetic,Hindi
Song 673,Rahat Fateh Ali Khan,Romantic,Sad,Hindi
Song 674,Ranbir Kapoor,Devotional,Sad,Hindi
Song 675,Ash King,Devotional,Energetic,Hindi
Song 676,Sidhu Moose Wala,Bollywood,Philosophical,Hindi
Song 677,Arijit Singh,Ghazal,Spiritual,Hindi
Song 678,Ek Villain,Patriotic,Energetic,Hindi
Song 679,Tushar Raj,Sufi,Energetic,Hindi
Song 680,Sidhu Moose Wala,Romantic,Spiritual,Hindi
Song 681,Sidhu Moose Wala,Patriotic,Peaceful,Hindi
Song 682,Neha Kakkar,Folk,Romantic,Hindi
Song 683,Jagjit Singh,Punjabi,Emotional,Hindi
Song 684,Tushar Raj,Ghazal,Philosophical,Hindi
Song 685,Akshay Kumar,Romantic,Energetic,Hindi
Song 686,Pritam,Punjabi,Energetic,Hindi
Song 687,Rahat Fateh Ali Khan,Devotional,Energetic,Hindi
Song 688,Daler Mehndi,Inspirational,Spiritual,Hindi
Song 689,Deepika Padukone,Pop,Peaceful,Hindi
Song 690,Pritam,Folk,Happy,Hindi
Song 691,Ek Villain,Ghazal,Philosophical,Hindi
Song 692,Hrithik Roshan,Patriotic,Happy,Hindi
Song 693,Abhijeet,Devotional,Spiritual,Hindi
Song 694,Badshah,Folk,Philosophical,Hindi
Song 695,Rahat Fateh Ali Khan,Patriotic,Energetic,Hindi
Song 696,Daler Mehndi,Sufi,Melancholic,Hindi
Song 697,Sanjay Leela Bhansali,Patriotic,Spiritual,Hindi
Song 698,Abhijeet,Romantic,Sad,Hindi
Song 699,Panjabi MC,Patriotic,Sad,Hindi
Song 700,Ranbir Kapoor,Sufi,Energetic,Hindi
Song 701,Kishore Kumar,Ghazal,Spiritual,Hindi
Song 702,Udit Narayan,Devotional,Happy,Hindi
Song 703,Guri,Inspirational,Sad,Hindi
Song 704,Sidhu Moose Wala,Romantic,Romantic,Hindi
Song 705,Atif Aslam,Punjabi,Emotional,Hindi
Song 706,Kadir Ali,Sufi,Philosophical,Hindi
Song 707,Asha Parekh,Inspirational,Emotional,Hindi
Song 708,Lata Mangeshkar,Devotional,Happy,Hindi
Song 709,B Praak,Patriotic,Melancholic,Hindi
Song 710,A.R. Rahman,Punjabi,Emotional,Hindi
Song 711,Ash King,Inspirational,Happy,Hindi
Song 712,Akhil Sachdeva,Patriotic,Energetic,Hindi
Song 713,Badshah,Inspirational,Emotional,Hindi
Song 714,Ranbir Kapoor,Sufi,Emotional,Hindi
Song 715,Shreya Ghoshal,Pop,Happy,Hindi
Song 716,Arijit Singh,Romantic,Spiritual,Hindi
Song 717,Udit Narayan,Ghazal,Energetic,Hindi
Song 718,Asha Parekh,Bollywood,Energetic,Hindi
Song 719,Badshah,Ghazal,Melancholic,Hindi
Song 720,Sidhu Moose Wala,Pop,Romantic,Hindi
Song 721,Atif Aslam,Punjabi,Sad,Hindi
Song 722,Panjabi MC,Patriotic,Melancholic,Hindi
Song 723,Sanjay Leela Bhansali,Romantic,Happy,Hindi
Song 724,Panjabi MC,Inspirational,Peaceful,Hindi
Song 725,Kishore Kumar,Ghazal,Energetic,Hindi
Song 726,Kadir Ali,Romantic,Philosophical,Hindi
Song 727,Pritam,Folk,Peaceful,Hindi
Song 728,Mukesh,Folk,Emotional,Hindi
Song 729,Guri,Devotional,Spiritual,Hindi
Song 730,Daler Mehndi,Punjabi,Melancholic,Hindi
Song 731,Rahat Fateh Ali Khan,Pop,Sad,Hindi
Song 732,Neha Kakkar,Pop,Spiritual,Hindi
Song 733,B Praak,Inspirational,Emotional,Hindi
Song 734,Kumar Sanu,Romantic,Emotional,Hindi
Song 735,Ranbir Kapoor,Patriotic,Energetic,Hindi
Song 736,Shreya Ghoshal,Punjabi,Energetic,Hindi
Song 737,Ash King,Punjabi,Emotional,Hindi
Song 738,Jubin Nautiyal,Punjabi,Happy,Hindi
Song 739,Neha Kakkar,Patriotic,Philosophical,Hindi
Song 740,Ash King,Bollywood,Sad,Hindi
Song 741,Pritam,Devotional,Philosophical,Hindi
Song 742,Ek Villain,Ghazal,Philosophical,Hindi
Song 743,Neha Kakkar,Patriotic,Philosophical,Hindi
Song 744,Tushar Raj,Inspirational,Spiritual,Hindi
Song 745,Lata Mangeshkar,Pop,Romantic,Hindi
Song 746,Atif Aslam,Ghazal,Sad,Hindi
Song 747,Sanjay Leela Bhansali,Patriotic,Energetic,Hindi
Song 748,Asha Parekh,Patriotic,Sad,Hindi
Song 749,Atif Aslam,Romantic,Happy,Hindi
Song 750,Badshah,Folk,Peaceful,Hindi
Song 751,Lata Mangeshkar,Bollywood,Melancholic,Hindi
Song 752,Panjabi MC,Bollywood,Emotional,Hindi
Song 753,Panjabi MC,Punjabi,Emotional,Hindi
Song 754,Sonu Nigam,Inspirational,Happy,Hindi
Song 755,Abhijeet,Punjabi,Philosophical,Hindi
Song 756,Rahat Fateh Ali Khan,Romantic,Emotional,Hindi
Song 757,Akhil Sachdeva,Devotional,Philosophical,Hindi
Song 758,Tushar Raj,Punjabi,Melancholic,Hindi
Song 759,Sanjay Leela Bhansali,Devotional,Energetic,Hindi
Song 760,Deepika Padukone,Sufi,Energetic,Hindi
Song 761,Kishore Kumar,Punjabi,Emotional,Hindi
Song 762,Madhubala,Bollywood,Sad,Hindi
Song 763,Lata Mangeshkar,Romantic,Melancholic,Hindi
Song 764,Daler Mehndi,Folk,Happy,Hindi
Song 765,Jubin Nautiyal,Bollywood,Energetic,Hindi
Song 766,Panjabi MC,Folk,Emotional,Hindi
Song 767,Jubin Nautiyal,Inspirational,Energetic,Hindi
Song 768,Mohammed Rafi,Patriotic,Romantic,Hindi
Song 769,Jubin Nautiyal,Inspirational,Romantic,Hindi
Song 770,Guri,Sufi,Energetic,Hindi
Song 771,A.R. Rahman,Patriotic,Spiritual,Hindi
Song 772,B Praak,Punjabi,Peaceful,Hindi
Song 773,Jubin Nautiyal,Romantic,Melancholic,Hindi
Song 774,Kadir Ali,Ghazal,Philosophical,Hindi
Song 775,Hrithik Roshan,Punjabi,Melancholic,Hindi
Song 776,Akshay Kumar,Patriotic,Peaceful,Hindi
Song 777,Lata Mangeshkar,Folk,Happy,Hindi
Song 778,Akshay Kumar,Devotional,Philosophical,Hindi
Song 779,Lata Mangeshkar,Sufi,Happy,Hindi
Song 780,Ek Villain,Punjabi,Happy,Hindi
Song 781,Daler Mehndi,Sufi,Peaceful,Hindi
Song 782,Akshay Kumar,Sufi,Happy,Hindi
Song 783,Jagjit Singh,Ghazal,Spiritual,Hindi
Song 784,Jubin Nautiyal,Romantic,Happy,Hindi
Song 785,Kishore Kumar,Romantic,Romantic,Hindi
Song 786,Neha Kakkar,Sufi,Philosophical,Hindi
Song 787,Mohammed Rafi,Pop,Spiritual,Hindi
Song 788,Ranbir Kapoor,Devotional,Energetic,Hindi
Song 789,Badshah,Devotional,Spiritual,Hindi
Song 790,Sanjay Leela Bhansali,Sufi,Sad,Hindi
Song 791,Arijit Singh,Punjabi,Sad,Hindi
Song 792,Kishore Kumar,Pop,Romantic,Hindi
Song 793,Kadir Ali,Patriotic,Philosophical,Hindi
Song 794,Guri,Sufi,Energetic,Hindi
Song 795,Atif Aslam,Devotional,Sad,Hindi
Song 796,Ranbir Kapoor,Pop,Happy,Hindi
Song 797,Kadir Ali,Bollywood,Happy,Hindi
Song 798,Malhar,Ghazal,Philosophical,Hindi
Song 799,Mukesh,Romantic,Emotional,Hindi
Song 800,B Praak,Devotional,Romantic,Hindi
Song 801,Kishore Kumar,Sufi,Energetic,Hindi
Song 802,Rahat Fateh Ali Khan,Ghazal,Spiritual,Hindi
Song 803,Ek Villain,Inspirational,Melancholic,Hindi
Song 804,Udit Narayan,Folk,Philosophical,Hindi
Song 805,Akshay Kumar,Inspirational,Spiritual,Hindi
Song 806,Mukesh,Devotional,Melancholic,Hindi
Song 807,Pritam,Patriotic,Happy,Hindi
Song 808,Ash King,Patriotic,Romantic,Hindi
Song 809,Pritam,Folk,Sad,Hindi
Song 810,Daler Mehndi,Sufi,Romantic,Hindi
Song 811,Shreya Ghoshal,Sufi,Philosophical,Hindi
Song 812,Neha Kakkar,Sufi,Romantic,Hindi
Song 813,Daler Mehndi,Romantic,Romantic,Hindi
Song 814,Rahat Fateh Ali Khan,Pop,Energetic,Hindi
Song 815,Akhil Sachdeva,Folk,Romantic,Hindi
Song 816,Ek Villain,Patriotic,Romantic,Hindi
Song 817,Deepika Padukone,Sufi,Emotional,Hindi
Song 818,Guri,Bollywood,Spiritual,Hindi
Song 819,Deepika Padukone,Pop,Romantic,Hindi
Song 820,Tushar Raj,Punjabi,Philosophical,Hindi
Song 821,Jubin Nautiyal,Romantic,Philosophical,Hindi
Song 822,Badshah,Patriotic,Energetic,Hindi
Song 823,Ek Villain,Devotional,Peaceful,Hindi
Song 824,Kumar Sanu,Punjabi,Emotional,Hindi
Song 825,Ash King,Bollywood,Emotional,Hindi
Song 826,Kadir Ali,Devotional,Peaceful,Hindi
Song 827,Neha Kakkar,Patriotic,Romantic,Hindi
Song 828,Atif Aslam,Devotional,Peaceful,Hindi
Song 829,Jubin Nautiyal,Devotional,Sad,Hindi
Song 830,Pritam,Sufi,Sad,Hindi
Song 831,Lata Mangeshkar,Pop,Happy,Hindi
Song 832,Kishore Kumar,Romantic,Sad,Hindi
Song 833,Guri,Sufi,Happy,Hindi
Song 834,Akhil Sachdeva,Inspirational,Happy,Hindi
Song 835,Kishore Kumar,Sufi,Sad,Hindi
Song 836,Guri,Romantic,Energetic,Hindi
Song 837,Madhubala,Ghazal,Energetic,Hindi
Song 838,Sonu Nigam,Ghazal,Peaceful,Hindi
Song 839,Jubin Nautiyal,Bollywood,Melancholic,Hindi
Song 840,Udit Narayan,Sufi,Sad,Hindi
Song 841,Sidhu Moose Wala,Bollywood,Emotional,Hindi
Song 842,Sanjay Leela Bhansali,Bollywood,Melancholic,Hindi
Song 843,Sidhu Moose Wala,Ghazal,Romantic,Hindi
Song 844,Neha Kakkar,Folk,Sad,Hindi
Song 845,Panjabi MC,Romantic,Sad,Hindi
Song 846,Arijit Singh,Inspirational,Energetic,Hindi
Song 847,Jagjit Singh,Romantic,Energetic,Hindi
Song 848,Mohammed Rafi,Sufi,Sad,Hindi
Song 849,Ek Villain,Ghazal,Happy,Hindi
Song 850,Rahat Fateh Ali Khan,Romantic,Spiritual,Hindi
Song 851,Lata Mangeshkar,Bollywood,Philosophical,Hindi
Song 852,Atif Aslam,Pop,Energetic,Hindi
Song 853,Sanjay Leela Bhansali,Ghazal,Emotional,Hindi
Song 854,Malhar,Inspirational,Sad,Hindi
Song 855,Guri,Pop,Spiritual,Hindi
Song 856,Mukesh,Bollywood,Sad,Hindi
Song 857,Sanjay Leela Bhansali,Patriotic,Sad,Hindi
Song 858,Mukesh,Devotional,Happy,Hindi
Song 859,Pritam,Devotional,Spiritual,Hindi
Song 860,Malhar,Inspirational,Happy,Hindi
Song 861,Sidhu Moose Wala,Punjabi,Philosophical,Hindi
Song 862,Rahat Fateh Ali Khan,Folk,Romantic,Hindi
Song 863,B Praak,Bollywood,Emotional,Hindi
Song 864,Akshay Kumar,Sufi,Romantic,Hindi
Song 865,Kadir Ali,Folk,Melancholic,Hindi
Song 866,Sonu Nigam,Romantic,Sad,Hindi
Song 867,Atif Aslam,Patriotic,Happy,Hindi
Song 868,Jubin Nautiyal,Folk,Philosophical,Hindi
Song 869,Guri,Pop,Spiritual,Hindi
Song 870,Kadir Ali,Pop,Emotional,Hindi
Song 871,Asha Parekh,Punjabi,Peaceful,Hindi
Song 872,Jagjit Singh,Bollywood,Peaceful,Hindi
Song 873,Hrithik Roshan,Pop,Philosophical,Hindi
Song 874,Akshay Kumar,Punjabi,Melancholic,Hindi
Song 875,Mohammed Rafi,Patriotic,Spiritual,Hindi
Song 876,Daler Mehndi,Sufi,Spiritual,Hindi
Song 877,Neha Kakkar,Folk,Melancholic,Hindi
Song 878,Mohammed Rafi,Patriotic,Spiritual,Hindi
Song 879,Hrithik Roshan,Folk,Happy,Hindi
Song 880,Kishore Kumar,Ghazal,Happy,Hindi
Song 881,Asha Parekh,Inspirational,Peaceful,Hindi
Song 882,Jagjit Singh,Sufi,Emotional,Hindi
Song 883,B Praak,Romantic,Peaceful,Hindi
Song 884,Badshah,Sufi,Peaceful,Hindi
Song 885,Guri,Folk,Philosophical,Hindi
Song 886,Panjabi MC,Bollywood,Emotional,Hindi
Song 887,Sonu Nigam,Bollywood,Romantic,Hindi
Song 888,Abhijeet,Sufi,Energetic,Hindi
Song 889,Sanjay Leela Bhansali,Devotional,Spiritual,Hindi
Song 890,Jubin Nautiyal,Devotional,Philosophical,Hindi
Song 891,Madhubala,Devotional,Energetic,Hindi
Song 892,Ash King,Ghazal,Philosophical,Hindi
Song 893,Ek Villain,Devotional,Emotional,Hindi
Song 894,Badshah,Folk,Philosophical,Hindi
Song 895,Malhar,Bollywood,Happy,Hindi
Song 896,Kishore Kumar,Punjabi,Emotional,Hindi
Song 897,Sonu Nigam,Bollywood,Melancholic,Hindi
Song 898,Mohammed Rafi,Devotional,Emotional,Hindi
Song 899,Kadir Ali,Ghazal,Philosophical,Hindi
Song 900,Neha Kakkar,Pop,Philosophical,Hindi
Song 901,Ranbir Kapoor,Bollywood,Happy,Hindi
Song 902,Hrithik Roshan,Inspirational,Peaceful,Hindi
Song 903,Kishore Kumar,Devotional,Melancholic,Hindi
Song 904,Udit Narayan,Patriotic,Happy,Hindi
Song 905,A.R. Rahman,Bollywood,Emotional,Hindi
Song 906,Sidhu Moose Wala,Ghazal,Emotional,Hindi
Song 907,Deepika Padukone,Devotional,Peaceful,Hindi
Song 908,Jagjit Singh,Patriotic,Spiritual,Hindi
Song 909,Mohammed Rafi,Ghazal,Peaceful,Hindi
Song 910,Guri,Romantic,Energetic,Hindi
Song 911,Malhar,Pop,Energetic,Hindi
Song 912,Ash King,Inspirational,Spiritual,Hindi
Song 913,Jubin Nautiyal,Devotional,Spiritual,Hindi
Song 914,Udit Narayan,Sufi,Melancholic,Hindi
Song 915,Jubin Nautiyal,Devotional,Happy,Hindi
Song 916,Panjabi MC,Folk,Happy,Hindi
Song 917,Akshay Kumar,Devotional,Romantic,Hindi
Song 918,Akshay Kumar,Punjabi,Philosophical,Hindi
Song 919,Atif Aslam,Pop,Sad,Hindi
Song 920,B Praak,Patriotic,Sad,Hindi
Song 921,Neha Kakkar,Punjabi,Happy,Hindi
Song 922,Kadir Ali,Patriotic,Philosophical,Hindi
Song 923,Rahat Fateh Ali Khan,Folk,Energetic,Hindi
Song 924,Jagjit Singh,Folk,Romantic,Hindi
Song 925,Atif Aslam,Pop,Philosophical,Hindi
Song 926,Guri,Inspirational,Sad,Hindi
Song 927,Akhil Sachdeva,Ghazal,Melancholic,Hindi
